issue_id,user_story_id,issue_titulo,user_story,match
30,20,SwagCommercial cannot be activated after updating to 7.1.1,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
31,20,Media preview file name not centered,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
32,20,Product Description overwriting HTML Code,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
33,20,Thumbnails not generated,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
34,20,Squished line item document text,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
35,20,Cloud: Unable to create a Google Shopping saleschannel,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
36,20,The new reports in woo are terrible.,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
37,20,problem in woocommerce at the end of shipping,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
38,20,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
39,20,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",True
40,20,Add REST API and hooks documentations to repository,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
41,20,The editor is not showing previewCart data for the checkout blocks,"As a system administrator, I want to  define presentation variants in my presentation configuration xml file, so I can easily and efficiently deploy my presentation throughout DTAP ",False
0,21,Price ranges filter takes only min_price for configurable products,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
1,21,Frozen loop in orders page,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
2,21,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
3,21,2.4.8-p1 datepicker - position is wrong on touch devices,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
4,21,Import less file from app/design to custom module,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
5,21,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
6,21,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
7,21,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
8,21,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
9,21,Bulk edit products. Editing products without SKU,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
10,21,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
11,21,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
12,21,Item removal handler conflicting with coupon removal button in shopping cart,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
13,21,Opencart demo website not working,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
14,21,New,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
15,21,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
16,21,admin menu error,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
17,21,"Admin cache refresh doesn't work, No response.","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
18,21,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
19,21,Error installing PrestaShop 8 locally,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
20,21,Bad badge when update to 8.2.2,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
21,21,probleme-with-php-8.2-in Prestashop-8.2,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
22,21,Prestashop Minimal product quantity,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
23,21,Wall of fame - BO not iso with figma,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
24,21,SwagCommercial cannot be activated after updating to 7.1.1,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
25,21,Media preview file name not centered,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
26,21,Product Description overwriting HTML Code,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
27,21,Thumbnails not generated,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
28,21,Squished line item document text,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
29,21,Cloud: Unable to create a Google Shopping saleschannel,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
30,21,SwagCommercial cannot be activated after updating to 7.1.1,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
31,21,Media preview file name not centered,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
32,21,Product Description overwriting HTML Code,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
33,21,Thumbnails not generated,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
34,21,Squished line item document text,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
35,21,Cloud: Unable to create a Google Shopping saleschannel,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
36,21,The new reports in woo are terrible.,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
37,21,problem in woocommerce at the end of shipping,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
38,21,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
39,21,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
40,21,Add REST API and hooks documentations to repository,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",False
41,21,The editor is not showing previewCart data for the checkout blocks,"As an editor, I want to search on media item titles and terms in the Media Repository in an case insensitive way, so the number of media item results are increased, and I find relevant media items more efficiently. ",True
0,22,Price ranges filter takes only min_price for configurable products,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
1,22,Frozen loop in orders page,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
2,22,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
3,22,2.4.8-p1 datepicker - position is wrong on touch devices,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
4,22,Import less file from app/design to custom module,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
5,22,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
6,22,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
7,22,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
8,22,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
9,22,Bulk edit products. Editing products without SKU,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
10,22,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
11,22,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
12,22,Item removal handler conflicting with coupon removal button in shopping cart,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
13,22,Opencart demo website not working,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
14,22,New,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
15,22,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
16,22,admin menu error,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
17,22,"Admin cache refresh doesn't work, No response.","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
18,22,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
19,22,Error installing PrestaShop 8 locally,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
20,22,Bad badge when update to 8.2.2,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
21,22,probleme-with-php-8.2-in Prestashop-8.2,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
22,22,Prestashop Minimal product quantity,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
23,22,Wall of fame - BO not iso with figma,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
24,22,SwagCommercial cannot be activated after updating to 7.1.1,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
25,22,Media preview file name not centered,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
26,22,Product Description overwriting HTML Code,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
27,22,Thumbnails not generated,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
28,22,Squished line item document text,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
29,22,Cloud: Unable to create a Google Shopping saleschannel,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
30,22,SwagCommercial cannot be activated after updating to 7.1.1,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
31,22,Media preview file name not centered,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
32,22,Product Description overwriting HTML Code,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
33,22,Thumbnails not generated,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
34,22,Squished line item document text,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
35,22,Cloud: Unable to create a Google Shopping saleschannel,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
36,22,The new reports in woo are terrible.,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
37,22,problem in woocommerce at the end of shipping,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
38,22,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
39,22,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",True
40,22,Add REST API and hooks documentations to repository,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
41,22,The editor is not showing previewCart data for the checkout blocks,"As an editor, I want to show media items from another web initiative using  thesaurus relationships  of that web initiative on my website, so I do not have to reconstruct the thesaurus of the other web initiative for my own website, which saves time since its duplication. ",False
0,23,Price ranges filter takes only min_price for configurable products,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
1,23,Frozen loop in orders page,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
2,23,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
3,23,2.4.8-p1 datepicker - position is wrong on touch devices,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
4,23,Import less file from app/design to custom module,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
5,23,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
6,23,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
7,23,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
8,23,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
9,23,Bulk edit products. Editing products without SKU,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
10,23,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
11,23,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
12,23,Item removal handler conflicting with coupon removal button in shopping cart,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
13,23,Opencart demo website not working,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
14,23,New,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
15,23,"Inconsistency in validations, controllers without trim Opencart 3.0.4.1 and older.","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
16,23,admin menu error,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
17,23,"Admin cache refresh doesn't work, No response.","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
18,23,"For security reasons, you cannot connect to the back office until you have:  SSL is activated. Please connect using the following link to log in to secure mode (https://)","As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
19,23,Error installing PrestaShop 8 locally,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
20,23,Bad badge when update to 8.2.2,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
21,23,probleme-with-php-8.2-in Prestashop-8.2,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
22,23,Prestashop Minimal product quantity,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
23,23,Wall of fame - BO not iso with figma,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
24,23,SwagCommercial cannot be activated after updating to 7.1.1,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
25,23,Media preview file name not centered,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
26,23,Product Description overwriting HTML Code,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
27,23,Thumbnails not generated,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
28,23,Squished line item document text,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
29,23,Cloud: Unable to create a Google Shopping saleschannel,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
30,23,SwagCommercial cannot be activated after updating to 7.1.1,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
31,23,Media preview file name not centered,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
32,23,Product Description overwriting HTML Code,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
33,23,Thumbnails not generated,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
34,23,Squished line item document text,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
35,23,Cloud: Unable to create a Google Shopping saleschannel,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
36,23,The new reports in woo are terrible.,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
37,23,problem in woocommerce at the end of shipping,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
38,23,Mark the ‘Set up payments’ task as in progress on WooCommerce Home when live WooPayments onboarding started,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
39,23,[Payments NOX] Store in subdirectory can't switch to live through NOX flow,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",True
40,23,Add REST API and hooks documentations to repository,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
41,23,The editor is not showing previewCart data for the checkout blocks,"As an IT manager, I want IPv6 support by CMS SiteManager, so I'm ensured that CMS SiteManager will work fine once IPv6 is applied into our hosting/network environment ",False
0,24,Price ranges filter takes only min_price for configurable products,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
1,24,Frozen loop in orders page,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
2,24,"Braintree: ""Client token has expired"" error - Token not regenerated automatically on checkout","As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
3,24,2.4.8-p1 datepicker - position is wrong on touch devices,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
4,24,Import less file from app/design to custom module,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",False
5,24,2.4.7-p5 - Print Order button is not showing on order view page at frontend side,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
6,24,Exception thrown: 'System.InvalidOperationException' in System.Private.CoreLib.dll: 'The given ColumnMapping does not match up with any column in the source or destination.',"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
7,24,"Homepage URL doesn't have ""/en"" when ""SEO friendly URLs with multiple languages"" setting is enabled","As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
8,24,MySQL Container Fails: Identifier name too long in Docker Compose Setup,"As a main editor, I want to configure workflow on classification-level, so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content ",True
